,doc_id,sent_id,sent_text,KILL,ARREST,ANY_ACTION,FAIL,FORCE
38,13,3,the house was adjourned on february 28 till march 4 after paying homage to the people killed in sabarmati train attack and the sitting was later postponed due to the violence in the state in the aftermath of the godhra killings.,0,0,0,0,0
39,13,4,"the budget session of the house, which started on february 26, would last till march 31.",0,0,0,0,0
40,13,5,the state budget for the year 2002-2003 was presented in the house on february 27.,0,0,0,0,0
41,13,6,"the house would take up other business of the session including the debate on the governor''s address and the demands of the different departments, official sources said.",0,0,0,0,0
42,13,7,"meanwhile, assembly speaker dhirubhai shah has gone to london to attend a meeting of the commonwealth parliamentary association as a representative of india.",0,0,0,0,0
43,16,0,"This story is from March 1, 2002

",0,0,0,0,0
44,16,1,lucknow: the vishwa hindu parishad (vhp) on thursday gave a call for a countrywide bandh on march 1 in wake of the ghastly torching of ram sevaks in godhra (gujarat).,0,0,0,0,0
45,16,2,"the organization said it would abide by the courtâ€™s decision on the ayodhya issue, while simultaneously maintaining that transportation of the carved pillars to the disputed site would begin on march 15.",0,0,0,0,0
46,16,3,it has also announced the holding of â€˜shraddhanjali sabhasâ€™ from february 28 to march 3 at all district headquarters of the vhp.,0,0,0,0,0
47,16,4,one such sabha was held in lucknow on thursday.,0,0,0,0,0
48,16,5,"addressing a press conference, the vhp kshetriya sangathan mantri and",0,0,0,0,0
49,16,6,up-uttaranchal in-charge purshottam narain singh said the organization and the sant samaj would abide by the courtâ€,0,0,0,0,0
50,16,7,"™s directives on the controversial ayodhya issue and in the same breath said that one lakh ram sevaks would begin the task of transporting pillars from march 15, the deadline set by the vhp for temple construction.",0,0,0,0,0
51,16,8,he added that the ruling of the court should come soon and expressed confidence that it would be in favour of the vhp.,0,0,0,0,0
52,16,9,"however, singh tied himself in knots when he said that muslims were responsible for setting fire to three bogies of the sabarmati express which resulted in the death of 14 children, 16 women and 27 men, but could not explain what enabled him to come to the conclusion.",0,0,0,0,0
53,16,10,by way of explanation he said the incident was part of a pre-conceived conspiracy as the incident took place after the train had passed through a muslim-dominated area.,0,0,0,0,0
54,16,11,"the vhp leader slammed prime minister atal behari vajpayee and union home minister lk advani for asking the vhp to take the â€˜andolanâ€™ back and for placing obstacles in the movement of the ram sevaks, but maintained a studied silence when queried if the stand of the two leaders on vhpâ€",0,0,0,0,0
55,16,12,™s ayodhya andolan was anti-hindu.,0,0,0,0,0
56,16,13,he also came down heavily on caretaker chief minister rajnath singh for sealing the borders of ayodhya and putting the ram sevaks to great hardship.,0,0,0,0,0
57,16,14,he remarked that the present atmosphere in the temple town was reminiscent of the times of mulayam singh yadav.,0,0,0,0,0
58,27,0,"surat: the overall situation in the curfew-bound nine police station areas in the city and other parts of the district was well under control during tuesday night, police said here on wednesday.",0,0,1,0,0
59,27,1,"earlier, over 50 persons were arrested following vigorous combing operation, carried out on tuesday during the curfew relaxation period in most sensitive athwa and limbayat police station areas, police said adding, the search yielded recovery of large number of lethal weapons and stones from some places.",0,1,1,0,0
60,27,2,"these persons were arrested for possessing illegal lethal weapons under arms act, police added.",0,1,1,0,0
61,27,3,"police had fired ten rounds in the air to scare away the unruly mob, allegedly pelting stones last night in limbayat area and also lobbed five tear gas shells to control the situation.",0,0,1,0,1
62,27,4,"however, due to marked improvement in this sensitive city, the curfew was relaxed for the day from 7.00 am this morning to 8.00 pm, the sources added.",0,0,0,0,0
63,27,5,"meanwhile, in trouble-torn bardoli taluka town under surat rural police jurisdiction, night curfew continued where the overall situation is peaceful for the third successive night, police added.",0,0,1,0,0
64,27,6,related storiesÂ narendra modi visits riot-hit areas,0,0,0,0,0
65,27,7,Â,0,0,0,0,0
66,27,8,"police reports name vhp, bjp leadersÂ ''",0,0,1,0,0
67,27,9,he made 200 phone calls for help''Â pray for peace in gujaratÂ gujarat riots:,0,0,0,0,0
68,27,10,the story so,0,0,0,0,0
69,27,11,farÂ Â Â,0,0,0,0,0
70,27,12,"full coverage  

",0,0,0,0,0
71,27,13,Facebook Twitter Linkedin Mail,0,0,0,0,0
72,29,0,"This story is from March 8, 2002

lucknow: even though the vhp has given in writing to maintain status quo at the disputed land in ayodhya, no one is ready to take the vhp undertaking seriously.",0,0,0,0,0
73,29,1,"there are several instances in the past, including demolition of babri mosque on december 6, 1992, when the vhp did a volte-face.",0,0,0,0,0
74,29,2,contradicting statements emanating from the vhp camp are only adding to the confusion.,0,0,0,0,0
75,29,3,"a senior vhp leader, who was part of crucial deliberations in delhi, himself admitted this when he told the times news service that â€œthe agreement does not hold any meaning until signed by the prime minister and others involved in delhi talks.â€� and no written agreement has so far reached in this regard.",0,0,0,0,0
76,29,4,â€œwhy should we take talks,0,0,0,0,0
77,29,5,seriously then?â€� quipped the vhp leader.,0,0,0,0,0
78,29,6,"in fact, through the undertaking, the vhp seems to have laid a trap for the prime minister so that vajpayee is forced to get clearance from nda allies for handing over the 43-acre undisputed land to the ram janambhoomi nyas (rjn) by june 2, the last day of 100-day ongoing â€˜purna",0,0,0,0,0
79,29,7,ahuti,0,0,0,0,0
80,29,8,yajnaâ€™.,0,0,0,0,0
81,29,9,and vhp undertaking is not for a song.,0,0,0,0,0
82,29,10,the barter is that the pmo would expedite the ayodya court cases and agree to accept their three main demands viz â€” symbolic â€˜shila,0,0,0,0,0
83,29,11,pujanâ€,0,0,0,0,0
84,29,12,™ at the undisputed land on march 15; handing over of 43-acres of undisputed land by june 2 and withdrawal of forces/lifting of ban on entry of ramsevaks in temple town.,0,0,0,0,0
85,29,13,"the vhp gameplan is to start the temple construction on 43-acres of land so even if court verdict goes against them, the physical possession of the disputed land remains with them.",0,0,0,0,0
86,29,14,â€œthe prime minister had gone back from his words once.,0,0,0,0,0
87,29,15,"we want to put everything in black and white this time so that the entire nation comes to know who backtracks,â€� disclosed the senior vhp functionary pointing to pmâ€™s lies on so-called earlier talks.",0,0,0,0,0
88,29,16,the delhi declaration is yet to be signed and made official.,0,0,0,0,0
89,29,17,but vhp is not relying on what went on in delhi in the last three days.,0,0,0,0,0
90,29,18,senior vhp leaders have been directed to rush to the temple town to go-ahead with arrangements for march 15 programme of taking carved pillars to the disputed site.,0,0,0,0,0
91,29,19,"however, the vhp would take a final decision on the march 15 programme in a meeting of 51-member mandir nirman samiti to be held in ayodhya a day before.",0,0,0,0,0
92,29,20,â€œwhether or not we perform symbolic â€˜shila,0,0,0,0,0
93,29,21,pujanâ€,0,0,0,0,0
94,29,22,"™ or take all carved pillars to the disputed site as originally planned, will be decided by the samiti members on march 14 after taking into consideration the response from the pmo on our three demands,â€� warned the vhp leader.",0,0,0,0,0
95,29,23,the veiled vhp threat is a serious concern for all.,0,0,0,0,0
96,29,24,in the past too they had gone back from their promises.,0,0,0,0,0
97,29,25,â€œpeople of the nation have not forgotten 1992 babri mosque demolition.,0,0,0,0,0
98,29,26,how could they be trusted?â€,0,0,0,0,0
99,29,27,"� points jafrayab jeelani, convener all-india babri masjid action committee.",0,0,0,0,0
100,29,28,â€œmembers of the the mandir nirman samiti would perform the â€˜pujanâ€™ to purify the land.,0,0,0,0,0
101,29,29,â€˜shila,0,0,0,0,0
102,29,30,pujanâ€,0,0,0,0,0
103,29,31,"™ would begin once carved pillars are consecrated at the temple construction site,â€� disclosed a vhp fuctionary about march 15 programme.",0,0,0,0,0
104,29,32,the vhp has cleverly turned the table on the prime minister â€” a 1990-like confrontation or a peaceful symbolic â€˜shila,0,0,0,0,0
105,29,33,pujanâ€,0,0,0,0,0
106,29,34,™ on march 15 â€”,0,0,0,0,0
107,29,35,vajpayee has to select one of the two conditions.,0,0,0,0,0
108,29,36,"and either way, the vhp seems to have scored over others during delhi negotiations, turning its face-saver into a victory even after a climb down.",0,0,0,0,0
109,33,0,"ahmedabad: the violence-hit state of gujarat was gradually returning to normal prompting authorities to focus on relief of 56,000 people rendered homeless in the communal orgy.",0,0,1,0,0
110,33,1,"army continued to patrol sensitive areas, though no major untoward incident was reported from riot-affected districts of panchmahal, surat, baroda, ahmedabad, sabarkantha, mehsana, banaskantha and kheda in the last 24 hours, police said.",0,0,1,0,0
111,33,2,"the curfew, which was imposed in over 40 places, was being gradually relaxed, though night curfew remained in force as a precautionary measure, they said.",0,0,1,0,0
112,33,3,"in ahmedabad city, night curfew was in force in five police station areas, police added.",0,0,1,0,0
113,33,4,"rising steadily, the toll now stands at 667, including the 62 persons who died in the attack on the sabarmati express on february 27.",0,0,0,0,0
114,33,5,"two persons were stabbed in ahmedabad on thursday one of whom later succumbed to injuries, showing that the violence which entered its second week was still far from over.",0,0,0,0,0
115,33,6,"the stabbings took place on relief road, one of the busiest market places of the city.",0,0,0,0,0
116,33,7,official sources said the death toll in the attack on the train at godhra had risen from 58 to 62 with the death of four persons who were seriously injured in the attack which sparked off widespread reprisals across the state.,0,0,0,0,0
117,33,8,"figures available at the police control room in the state capital state that 820 persons with serious injuries were still admitted to various hospitals, many of them in a critical condition.",0,0,0,0,0
118,33,9,almost 157 of the deaths have taken place in stabbings and the rest have succumbed to burn injuries and gun- shots.,0,0,0,0,0
119,33,10,ten bodies were recovered from a village well at ajanwaga in godhra district on wednesday.,0,0,0,0,0
120,33,11,the victims were reportedly taking shelter in a primary school when they were surrounded by a mob and thrown into the well.,0,0,0,0,0
121,33,12,official statistics say that 99 persons have been killed in police firing.,1,0,1,0,1
122,33,13,"the security forces have fired 5,176 rounds of ammunition on mobs as well as 7,276 teargas shells.",1,0,1,0,1
123,33,14,"as many as 2,459 houses, 2,082 shops, 1,084 cabins and 448 vehicles, including 12 buses, have been set on fire.",0,0,0,0,0
124,33,15,"additional chief secretary ashok narain said: ""the toll is going to be higher because more bodies are being found."" at the same time, the situation is largely quiet in gujarat over the last two days, but for stray incidents of violence in ahmedabad and other parts of central gujarat.",0,0,0,0,0
125,33,16,"in the chota udepur area of vadodara district, where a policeman who was escorting some families to safety was shot by his own rifle by a mob on tuesday, the situation is said to be still very tense.",0,0,1,0,0
126,33,17,"a spokesman for the army''s corps of electrical and mechanical engineers (eme), which is deployed in vadodara, said one column of the army was sent to chota udepur on thursday evening to control the situation on the request of the state government.",0,0,1,0,0
127,33,18,the sudden spurt in the death toll from 544 to 607 between wednesday and thursday is the result of many more bodies having been found in godhra and the count being revised in ahmedabad.,0,0,0,0,0
128,33,19,"official figures suggest that in ahmedabad, as many as 28 more deaths have been added to the tally during the 24 hours, taking the total death toll in the communal flare- up in the city alone from 243 to 271.",0,0,0,0,0
129,33,20,but there was no official explanation available for this upward revision.,0,0,0,0,0
130,33,21,"in godhra, the figure was up from 59 dead on wednesday to 69 on thursday.",0,0,0,0,0
131,33,22,this excludes the 58 dead in the train burning incident.,0,0,0,0,0
132,33,23,"in sabarkantha, the figure of those dead has gone up from 30 to 34.",0,0,0,0,0
133,33,24,well-placed sources said bodies in isolated rural areas still remain to be searched.,0,0,0,0,0
134,33,25,related storiesÂ gujarat gradually returns to normalcyÂ choice of judge for probe,0,0,0,0,0
135,33,26,"opposedÂ gujarat congress wants modi booked under poto  

",0,0,0,0,0
136,33,27,Facebook Twitter Linkedin Mail,0,0,0,0,0
137,37,0,"This story is from March 7, 2002

",0,0,0,0,0
138,37,1,kolkata: the first casualty of the left frontâ€™s protest is invariably the people of kolkata.,0,0,0,0,0
139,37,2,"the leftists, protesting the ayodhya crisis and gruesome events of gujarat, organised two rallies, on wednesday, bringing traffic to a halt and inviting snide remarks from the bjp.",0,0,0,0,0
140,37,3,"left front chairman biman bose read out a resolution before front supporters at the shahid minar maidan, after which the two rallies wound their ways through the streets, one to the north and the other to the south, throwing the afternoon traffic completely out of gear.",0,0,0,0,0
141,37,4,"interestingly, bimanâ€™s resolution avoided any direct mention of the communal killings in gujarat, except for one reference to the godhra incident which they described as â€œheart-rending and of grave concern.â€� instead, in a rather indirect reference, the resolution held kar sevaks responsible for â€œsome recent incidents and tension.â€�",0,0,0,0,0
142,37,5,the resolution said that the gujarat government was helping kar sevaks reach ayodhya.,0,0,0,0,0
143,37,6,"â€œsuch an assembly can never be said to be for religious purposes.â€� as there was no popular government in uttar pradesh, the centre must direct the state government to keep the situation in ayodhya under control.",0,0,0,0,0
144,37,7,"reacting to the rallies, state bjp president ashim ghosh said that it was â€œstrangeâ€� that the front had organised protests condemning the gujarat incidents, but had never reacted to the repeated cycle of violence in jammu and kashmir.",0,0,0,0,0
145,37,8,he termed the rallies organised by the left front a â€˜political,0,0,0,0,0
146,37,9,"move.â€™ putting up a rather weak defence of the gujarat governmentâ€™s role in preventing violence, ghosh said that the attack on sabarmati express was so â€˜suddenâ€™ that the local administration was caught off guard.",0,0,0,0,0
147,37,10,bjp on budget the west bengal unit of the bjp is on the defensive on some of the proposals in this yearâ€™s union budget.,0,0,0,0,0
148,37,11,"on wednesday, it sent a request to union finance minister yashwant sinha that these proposals be rolled back.",0,0,0,0,0
149,37,12,state bjp president ashim ghosh told reporters in kolkata that the state unit of the party had held a number of seminars on the budget.,0,0,0,0,0
150,37,13,people were clearly unhappy.,0,0,0,0,0
151,37,14,"â€œit is on the basis of the feedback from these seminars that we have sent our proposals to the finance minister.â€� the state bjp demanded that the increase of rs 40 in gas cylinder prices be reduced to rs 20, the price rise by five per cent on urea and by rs 1.50 on a litre of kerosene be withdrawn and special interest rates be announced for pensioners and â€œhard pressed peopleâ€�.",0,0,0,0,0
152,37,15,â€œwe are hopeful that the finance minister will consider the proposal if different states make similar requests.,0,0,0,0,0
153,37,16,"he may announce a rollback while replying to the debate on his budget,â€�",0,0,0,0,0
154,37,17,he said.,0,0,0,0,0
155,37,18,"though he stressed that the cutback in subsidies was in accordance with the terms of the wto agreement, â€œa process which had started during the previous regimeâ€�.",0,0,0,0,0
156,37,19,observers said the state bjp unit was finding the budget uncomfortable because it had hit the rural population hard.  ,0,0,0,0,0
157,47,0,"new delhi: the uncertain political situation in up, which is under the central rule despite a new legislative assembly having already been elected, may settle for good two controversial issues.",0,0,0,0,0
158,47,1,"one, whether the governor is under an obligation to invite the leader of the single largest legislative party alone to form the government.",0,0,0,0,0
159,47,2,"two, whether the sc judgment in the s r bommai case is the only yardstick to gauge the situation to impose president''s rule under article 356 of the constitution.",0,0,0,0,0
160,47,3,the bommai judgment had come on a batch of petitions challenging the constitutional validity of dissolving the assemblies of four bjp-ruled states in the aftermath of the demolition of ayodhya mosque.,0,0,0,0,0
161,47,4,the states so brought under central rule had duly elected leader of the legislative party.,0,0,0,0,0
162,47,5,"certain states did not have any law and order problem, yet its dissolution was upheld by the court. """,0,0,0,0,0
163,47,6,"any state government which pursues unsecular policies or unsecular course of action acts contrary to the constitutional mandate and renders itself amenable to action under article 356,"" the constitution bench had ruled.",0,0,0,0,0
164,47,7,"but, governor vishnu kant shastri''s recommendation for president''s rule in a situation, which was hypothetical during the bommai case hearing, can be challenged but without ""legally sustainable arguments"", says lawyer c s vaidhyanathan.",0,0,0,0,0
165,47,8,"""there can be no ground to seek the court''s intervention against president''s rule in up...",0,0,0,0,0
166,47,9,"the decision cannot be challenged as mala fide as shastri has offered equal opportunity to all the leaders to form he government,"" agrees another lawyer, ashok arora.",0,0,0,0,0
167,47,10,"similarly, senior advocate vishwa nath saraf says:""the facts and circumstances which led to the bommai judgment were different.",0,0,0,0,0
168,47,11,the principles laid down in the bommai judgment such as of the floor test to judge the majority cannot be applied in up as leaders of different political parties have to prima,0,0,0,0,0
169,47,12,facie satisfy the governor that they yield requisite support.,0,0,0,0,0
170,47,13,"""",0,0,0,0,0
171,47,14,"since coalition governments are no more alien to the parliamentary form of democracy, the up case may well negate the argument that leader of the single largest legislative party alone can and should be allowed to form the government.",0,0,0,0,0
172,47,15,"though bsp is the third largest party, its leader, mayawati, who has resigned from lok sabha, may still be invited to form a ""stable"" government if she satisfies the governor that she has the support of the bjp and some other legislators.",0,0,0,0,0
173,47,16,"if mayawati is invited, it would establish that it is not the prerogative of the leader of the single largest party alone to form the government.",0,0,0,0,0
174,47,17,and that the governor is under no constitutional obligation to invite such a leader who cannot satisfy him that he can form a stable government.,0,0,0,0,0
175,47,18,"that the floor of the house has to be the sole ground to test the strength may be the only requirement, where a government is already formed, but that may not be permissible when a leader merely claims that he would be able to form a ""stable"" government.

",0,0,0,0,0
176,47,19,Facebook,0,0,0,0,0
177,47,20,Twitter Linkedin Mail,0,0,0,0,0
178,5,0,new delhi: the supreme court will issue a correction to its wednesday''s order pertaining to ayodhya case in which it ruled status quo and disallowed religious activities on the acquired land.,0,0,0,0,0
179,5,1,"the three-judge bench, comprising justice b n kirpal, justice g b pattanaik and justice v n khare, on thursday morning summoned attorney-general soli sarobjee and expressed their view about carrying out some appropriate correction in the order.",0,0,0,0,0
180,5,2,"sorabjee submitted that the matter be listed for hearing at 2 pm on thursday to enable all the concerned parties to be present.

",0,0,0,0,0
181,5,3,Facebook,0,0,0,0,0
182,5,4,Twitter Linkedin Mail,0,0,0,0,0
183,18,0,"This story is from March 14, 2002

hyderabad: muslim religious leaders have asked representatives of all communities not to issue provocative statements on babri masjid issue to prevent further escalation of communal tension in the country.",0,0,0,0,0
184,18,1,"in a meeting presided by all-india muslim personal law board vice-president moulana mohammed al-hussaini in the old city on tuesday, the religious leaders passed four resolutions in connection with the babri masjid dispute.",0,0,0,0,0
185,18,2,they have objected to the proposed puja by the vishwa hindu parishad on the undisputed land saying that the government should not allow any such move as the case has been pending in the supreme court.,0,0,0,0,0
186,18,3,they also passed a resolution asking chief minister n chandrababu naidu to take a stand on the issue.,0,0,0,0,0
187,18,4,"condemning communal violence in gujarat, including the godhra incident, the religious leaders said union home minister l k advani and gujarat chief minister narendra modi should resign on moral grounds as they have failed to contain the violence.",0,0,0,0,0
188,18,5,"the gujarat incidents were a shame on the nation, the muslim leaders said.",0,0,0,0,0
189,20,0,jaipur:,0,0,0,0,0
190,20,1,"five ram sevaks of the state shiv sena unit were arrested today as they were leaving here for ayodhya for the ""symbolic puja"".",0,1,1,0,0
191,20,2,"""they all looked like normal passengers but when caught they declared themselves as ram sevaks before the police,"" deputy-inspector general of police ajit singh said.",0,1,1,0,0
192,20,3,"security forces have been deployed in all communally sensitive localities in the state capital and prohibitory orders have been extended till march 18 next as a precuationary measure, he said.",0,0,1,0,0
193,20,4,"the special task force, the rapid action force, which took a flag march in the walled city yesterday, have been kept on stand-by, he said.",0,0,1,0,0
194,20,5,"about a dozen rumour mongers were nabbed in the city last night, he said.",0,1,1,0,0
195,20,6,"the district collectors and the superintendent of police have been directed to deploy adequate force including the state armed constabulary, raf, spf and home guards in the sensitive areas, railway stations, bus-stops, hospital, power stations, and official buildings, he said.",0,0,1,0,0
196,20,7,"meanwhile, the chittorgarh district administration has imposed restrictions on organising any mela, rally, and display of posters in the city, an official release said.

",0,0,0,0,0
197,20,8,Facebook,0,0,0,0,0
198,20,9,Twitter Linkedin Mail,0,0,0,0,0
199,3,0,"new delhi: apparently acting on the central directive to stop movement of kar sevaks to ayodhya, the northern railways (nr) on friday cancelled or diverted several trains connecting faizabad with other places till march 15, the day proposed by vhp leaders to start the temple construction.",0,0,0,0,0
200,3,1,"the centre had on february 26 directed the uttar pradesh government to check the pouring in of ""ram sevaks"" into ayodhya and to take strict measures to prevent the same.",0,0,0,0,0
201,3,2,"in a communication to the state government shortly after the attack on sabarmati express in godhra, union home ministry had asked the authorities to stop group reservation in trains and come down heavily on ticketless travellers as kar sevaks are mostly taking trains to reach the temple town.",0,0,0,0,0
202,3,3,"while varanasi-bareilley passenger and mughalsarai-faizabad passenger on lucknow-faizabad-varanasi section and manakpur-katra passenger on manakpur-katra section will remain cancelled, 10 other trains including those on lucknow-varanasi-faizabad and allahabad-sultanpur-faizabad section will remain partially cancelled, a nr release said here.",0,0,0,0,0
203,3,4,"the trains which have been partially diverted are ahmedabad-faizabad-sabarmati express, muzaffarpur-ahmedabad sabramati express, muzaffarpur-delhi sadbhavana express, varanasi-jodhpur marudhar express, faizabad-lucknow passenger, varanasi-lucknow passenger, faizabad-lokmanya tilak saket express, allahabad-faizabad passenger and faizabad-allahabad",0,0,0,0,0
204,3,5,"saryu yamuna express, the release said.",0,0,0,0,0
205,3,6,"nr has also diverted several trains, including chhapra-lucknow express, darbangha-amritsar-yamuna express, howrah-dehradun doon express, sealdah-jammu tawi express, dhaubad-ferozpur",0,0,0,0,0
206,3,7,ganga satluz express and malda,0,0,0,0,0
207,3,8,"town-bhiwani farakka express, the release added.",0,0,0,0,0
208,3,9,"the trains with immediate effect will remain cancelled and diverted till march 15, it said.  

",0,0,0,0,0
209,3,10,Facebook,0,0,0,0,0
210,3,11,Twitter Linkedin Mail,0,0,0,0,0
211,4,0,"ayodhya: authorities on saturday locked the gate of the workshop where pillars are being prepared for the proposed ram temple, but vhp claimed that the work there remained unaffected.",0,0,1,0,0
212,4,1,"the main gate of the karyashala was locked on saturday morning under a directive of the uttar pradesh government issued after a visit to the site on friday by some senior police officials, official sources said.",0,0,1,0,0
213,4,2,"vhp media officer sharad sharma, however, claimed that preperation of pillars at the workshop was on and had ""not been affected since it began 10 years ago.""",0,0,0,0,0
214,4,3,"""the lock has been clamped on the big main gate.",0,0,0,0,0
215,4,4,"but there is small side gate for entry,"" he said.",0,0,0,0,0
216,4,5,"""it will only affect those who want to have a look at the progress of work,"" sharma said.",0,0,0,0,0
217,4,6,vhp sources said that pillars and other items required for the ground floor of the proposed temple had already been prepared and work was now in progress for the upper floors.,0,0,0,0,0
218,4,7,"though no reason has been cited officially so far for the workshop gate being locked, it comes close on the heels of the state government ordering a ban two days back on carrying of pillars amidst heightened tension following communal violence in gujarat.  

",0,0,0,0,0
219,4,8,Facebook,0,0,0,0,0
220,4,9,Twitter Linkedin Mail,0,0,0,0,0
221,14,0,new delhi: bjp on friday hit out at congress and other opposition parties for not allowing home minister l k advani to make a statement on violence in gujarat in parliament.,0,0,0,0,0
222,14,1,"""it is very unfortunate that the home minister was not allowed to make a statement in parliament when the entire country is keen to know what is happening in gujarat,"" party spokesman v k malhotra told reporters here.",0,0,0,0,0
223,14,2,he said the opposition instead of stalling proceedings should have allowed parliament to function normally and used the opportunity to condemn violence whosoever might have perpetrated it.,0,0,0,0,0
224,14,3,"""this would have sent right message to the country.",0,0,0,0,0
225,14,4,"it appears congress, samajwadi party and left parties only believe in selective condemnation,"" malhotra said.

",0,0,0,0,0
226,14,5,Facebook,0,0,0,0,0
227,14,6,Twitter Linkedin Mail,0,0,0,0,0
228,17,0,"This story is from March 2, 2002

",0,0,0,0,0
229,17,1,bathinda:,0,0,0,0,0
230,17,2,the massacre of ram sewaks at godhra was a premeditated terrorist act and,0,0,0,0,0
231,17,3,"the subsequent violence in ahmedabad was the anger of the people, said rss chief k s sudarshan, on saturday.",0,0,1,0,0
232,17,4,"matters were spinning out of control due to the failure of the bjp-led nda government in putting a check on isi-trained terrorists and finding a solution to the ayodhya issue, he added.",0,0,0,0,0
233,17,5,"sudarshan felt it was the pseudo-secularism of political parties, particularly the communists and congress",0,0,0,0,0
234,17,6,", that was a stumbling block in finding a solution to the ayodhya issue and handing over land at ayodhya to the vhp.",0,0,0,0,0
